"target","predictor","coefficient","ci_lower","ci_upper","auc","p_value"
"diagnosis_behavioral","bilateral_tc",1.45225232462756,0.367531917684786,49.6724156793946,0.673913043478261,0.245940410962221
"diagnosis_behavioral","Onset_group_(Intercept)",20.5660685376686,0,Inf,0.890625,0.995659070446375
"diagnosis_behavioral","Onset_group_Neonatal",-1.38792222699987e-08,0,Inf,0.890625,0.999999999998487
"diagnosis_behavioral","Onset_group_4-7 Months",-1.69756760599371e-08,0,Inf,0.890625,0.999999999997719
"diagnosis_behavioral","Onset_group_7-12 Months",-17.6756967797724,0,Inf,0.890625,0.996269143493418
"diagnosis_behavioral","Onset_group_12+ Months",-19.4674562490004,0,Inf,0.890625,0.995890955140661
"diagnosis_behavioral","focal",0.896746135651484,0.212223505343479,28.3211127614541,0.608695652173913,0.472569919720595
"diagnosis_behavioral","absence",-1.3382851419311,0.0212940206443241,3.23089336549784,0.608695652173913,0.296216294673553
"diagnosis_behavioral","infantile",16.6393291183161,0,Inf,0.594202898550725,0.995548824356123
"diagnosis_behavioral","abnormal_eeg",-15.3916812523084,0,Inf,0.535714285714286,0.99744647674611
"diagnosis_behavioral","unique_types_(Intercept)",1.94591014905531,0.861242224034832,56.8945630306415,0.686868686868687,0.0687236406488208
"diagnosis_behavioral","unique_types_1",0.762140052046896,0.116339579324192,39.4692568201426,0.686868686868687,0.608142915843512
"diagnosis_behavioral","unique_types_2+",1.83827948325771,0.351357502780614,112.450150180672,0.686868686868687,0.211594365972941
"diagnosis_behavioral","age_onset_m",-0.0249544021599434,0.953701257128028,0.997499132312625,0.871527777777778,0.0293637691491756
"diagnosis_muscoloskeletal","bilateral_tc",0.336472236580376,0.354812088124722,5.52405080164843,0.538709677419355,0.630913164032232
"diagnosis_muscoloskeletal","Onset_group_(Intercept)",2.30258509299404,2.33739462114935,42.7826773858266,0.648951048951049,0.00190404439138462
"diagnosis_muscoloskeletal","Onset_group_Neonatal",16.2634834145948,0,Inf,0.648951048951049,0.994373067729047
"diagnosis_muscoloskeletal","Onset_group_4-7 Months",-0.916290731874151,0.058232491952808,2.74760695677709,0.648951048951049,0.35135980457377
"diagnosis_muscoloskeletal","Onset_group_7-12 Months",-0.980829253011723,0.0604791607620698,2.3251810744073,0.648951048951049,0.29207542138443
"diagnosis_muscoloskeletal","Onset_group_12+ Months",-0.693147180559939,0.0611164391344652,4.09055245267097,0.648951048951049,0.518044245539859
"diagnosis_muscoloskeletal","focal",0.194156014425444,0.319007463421405,4.6221169249725,0.524193548387097,0.775884756382241
"diagnosis_muscoloskeletal","absence",16.8983616870588,0,Inf,0.57258064516129,0.993798764510094
"diagnosis_muscoloskeletal","infantile",16.9768333032666,0,Inf,0.604838709677419,0.99251246744839
"diagnosis_muscoloskeletal","abnormal_eeg",1.72616218205311,0.796878008737611,39.6217432314846,0.586917562724014,0.0832511546789046
"diagnosis_muscoloskeletal","unique_types_(Intercept)",1.09861228866811,0.605505517668019,14.8636135219076,0.626851851851852,0.17845744247666
"diagnosis_muscoloskeletal","unique_types_1",0.367724780125322,0.188958858071003,11.0416615256134,0.626851851851852,0.72307775136044
"diagnosis_muscoloskeletal","unique_types_2+",1.2286654169163,0.510350194738877,22.8737271611775,0.626851851851852,0.205312735827679
"diagnosis_muscoloskeletal","age_onset_m",-0.012515011579844,0.971186779744852,1.00421530741891,0.674125874125874,0.142398980494233
"diagnosis_gastro","bilateral_tc",0.722134717434785,0.643923156819614,6.58270211341444,0.58421052631579,0.223333934438376
"diagnosis_gastro","Onset_group_(Intercept)",1.50407739677628,1.52297634237139,13.2963326064995,0.755234297108674,0.00650890164711374
"diagnosis_gastro","Onset_group_Neonatal",0.44183275227904,0.147049756740568,16.4553355276119,0.755234297108674,0.713527176754
"diagnosis_gastro","Onset_group_4-7 Months",17.0619911108438,0,Inf,0.755234297108674,0.991916775627745
"diagnosis_gastro","Onset_group_7-12 Months",-0.730887508542792,0.112668448743655,2.05758062345433,0.755234297108674,0.323988291426707
"diagnosis_gastro","Onset_group_12+ Months",-1.50407739677627,0.0463892787883055,1.06452864410197,0.755234297108674,0.0598725617047492
"diagnosis_gastro","focal",1.08401348923248,0.893301534638761,9.78507307415795,0.631578947368421,0.0758664005664525
"diagnosis_gastro","absence",17.4029176978654,0,Inf,0.578947368421053,0.993613610161802
"diagnosis_gastro","infantile",17.4899290747628,0,Inf,0.614035087719298,0.9922861764815
"diagnosis_gastro","abnormal_eeg",2.01490302054226,1.11873508656903,50.279999863514,0.589598997493734,0.0379365962250144
"diagnosis_gastro","unique_types_(Intercept)",1.59656051145692e-15,0.250097653259907,3.99843815791739,0.644917582417582,0.999999999999998
"diagnosis_gastro","unique_types_1",1.4663370687934,0.667902729308885,28.1145396683843,0.644917582417582,0.124312298988161
"diagnosis_gastro","unique_types_2+",1.87180217689878,1.2725388848928,33.2013430012562,0.644917582417582,0.024472640848406
"diagnosis_gastro","age_onset_m",-0.0174462316928823,0.963610383320575,1.00217813806686,0.699900299102692,0.0813973924960954
"diagnosis_immune","bilateral_tc",0.762140052043927,0.722178443980459,6.35831320214655,0.580267558528428,0.169620737078243
"diagnosis_immune","Onset_group_(Intercept)",0.182321556793955,0.518463896655174,2.77743543820513,0.698790627362056,0.670245265972534
"diagnosis_immune","Onset_group_Neonatal",-0.693147180559938,0.0951426878733025,2.62763230247308,0.698790627362056,0.412912329262345
"diagnosis_immune","Onset_group_4-7 Months",-0.315852949418477,0.195464843650947,2.72010054517649,0.698790627362056,0.638194847352989
